Conversation/DEBUG_FaceAnimTest/Group00001=Kerrigan /// Kerrigan
Conversation/DEBUG_FaceAnimTest/Group00002=Izsha /// Izsha
Conversation/DEBUG_FaceAnimTest/Group00003=Zagara /// Zagara
Conversation/DEBUG_FaceAnimTest/Group00004=Stukov /// Stukov
Conversation/DEBUG_FaceAnimTest/Group00005=Valerian /// Valerian
Conversation/DEBUG_FaceAnimTest/Group00006=Dehaka /// Dehaka
Conversation/DEBUG_FaceAnimTest/Group00007=Lasarra /// Lasarra
Conversation/DEBUG_FaceAnimTest/Group00008=Verseuchte Kerrigan /// Kerrigan Infested
Conversation/zMission_Hybrid02/Line00064=Lass es sie zuerst ausfechten. Der Schwarm wird sich um diejenigen kümmern, die übrig bleiben. /// Let them fight it first then. The Swarm will clean up whatever's left.
Conversation/zMission_Hybrid02/Line00065=Der Hybrid ist geschwächt! Tötet ihn! /// The hybrid is weakened! Kill it!
Conversation/zMission_Hybrid02/Line00067=Wir werden von beiden Seiten angegriffen! Wir sollten die Streitkräfte der Liga eliminieren. /// We are being attacked from both sides. We should eliminate the Dominion's forces.
Conversation/zMission_Hybrid02/Line00068=Der Großteil ihrer Armee befindet sich hier. /// The majority of their army is located here.
Conversation/zMission_Hybrid02/Line00070=Bringen wir es zu Ende! Greift ihn an! /// This ends now! Fight it head on!
Conversation/zMission_Hybrid02/Line00071=Ein Hybrid versucht, mit dem Vortex zu verschmelzen! /// A hybrid is attempting to merge with the vortex!
Conversation/zMission_Hybrid02/Line00072=Noch ein Hybrid beginnt, zu verschmelzen! /// Another hybrid is beginning to merge!
Conversation/zMission_Hybrid02/Line00073=Die Verschmelzung wurde unterbrochen! Tötet den Hybriden! /// The merge has been interrupted! Kill the hybrid!
Conversation/zMission_Hybrid02/Line00074=Die Verschmelzung wurde angehalten! Tötet den Hybriden! /// The merge has stopped! Slay the hybrid quickly!
Conversation/zMission_Hybrid02/Line00075=Unsere Ultralisken können aus Naruds Maschinen befreit werden. /// Our Ultralisks can be freed from Narud's machines.
Conversation/zMission_Hybrid02/Line00076=Ein Brutalisk! Du kannst seine Gedanken kontrollieren, wenn du nahe genug an ihn herankommst. /// A brutalisk! Upon your return, its mind can be controlled if you get close enough.
Conversation/zMission_Hybrid02/Line00077=Der Brutalisk wird angegriffen. /// The brutalisk is under attack.
Conversation/zMission_Hybrid02/Line00078=Die Liga hat den Brutalisken getötet. /// The Dominion has killed the brutalisk.
Conversation/zMission_Hybrid02/Line00079=Unsere Truppen müssen dem Vortex fernbleiben. /// Our forces must keep away from the vortex.
Conversation/zMission_Hybrid02/Line00080=Die Verschmelzung wurde unterbrochen! Tötet ihn, solange er geschwächt ist! /// The merge has been interrupted! Finish it while it's weak!
Conversation/zMission_Hybrid02/Line00081=Sobald sie frei sind werden sie sich uns anschließen. /// Once free they will join with our troops.
Conversation/zMission_Hybrid02/Line00082=Ich schaue mal, was ich tun kann. /// I'll see what I can do.
Conversation/zMission_Hybrid02/Line00083=Sie werden niemals einen Hybriden besiegen können ... hoffentlich schwächen sie ihn wenigstens vor ihrem Tod. /// They can't possibly defeat a hybrid... Hopefully they can soften it up before they die.
Conversation/zMission_Hybrid02/Line00094=Schickt den Schwarm in die unteren Ebenen. Tötet alles, was sich uns in den Weg stellt. /// Have the Swarm flood into the lower levels. [Angry 75]Kill everyone in our way.[/Angry]
Conversation/zMission_Hybrid02/Line00095=Narud hat etwas vor, und ich werde herausfinden, was es ist. /// [Serious]Narud [/Serious]is up to something, and [Serious]I intend to find out what.[/Serious]
Conversation/zMission_Hybrid02/Line00097=Töte den Hybriden bevor dich sein Angriff umbringt! /// Eliminate that hybrid before its attack kills you!
Conversation/zMission_Hybrid02/Line00101=Achtung. Der Hybrid hat sich zu einem anderen Bereich des Labors teleportiert. /// Warning. The hybrid has warped to another part of the laboratory.
Conversation/zMission_Hybrid02/Line00102=Lasst ihn nicht entkommen! /// Don't let it escape!
Conversation/zMission_Hybrid02/Line00103=Ein Hybrid greift eine Verwahrungszelle an! /// A hybrid is attacking a containment cell!
Conversation/zMission_Hybrid02/Line00115=Du bist zwar lästig, aber du wirst mich nicht aufhalten. /// You are a nuisance. But easily dealt with.
Conversation/zMission_Hybrid02/Line00116=Du bist hier nicht willkommen, Kerrigan. /// You are not welcome here, Kerrigan.
Conversation/zMission_Hybrid02/Line00118=Stukov, ich spüre ... Protoss? Aber sie sind anders, irgendwie. /// Stukov, I sense... protoss? Yet, different somehow.
Conversation/zMission_Hybrid02/Line00119=Dann werden sie ebenfalls sterben. /// Then they die also.
Conversation/zMission_Hybrid02/Line00122=Lasst ihn nicht entkommen! /// Don't let it escape!
Conversation/zMission_Hybrid02/Line00123=Zwei weitere Hybriden! /// Two more hybrid!
Conversation/zMission_Hybrid02/Line00124=Wenn das hier vorbei ist, bist du an der Reihe, Narud. /// When this is over, [Serious]I'm coming for you Narud.[/Serious]
Conversation/zMission_Hybrid02/Line00126=Ich halte nicht mehr lange stand ... Tötet sie, tötet die Hybriden! /// [Angry 75]I can't take much more of this.... [/Angry][Angry 90]Kill them, kill the hybrid![/Angry]
Conversation/zMission_Hybrid02/Line00127=Du hältst nicht mehr lange durch. Die Hybriden müssen vernichtet werden. /// [Surprise 70]You cannot last much longer.[/Surprise] The hybrid must be destroyed.
Conversation/zMission_Hybrid02/Line00129=Die Macht der Hybriden überwältigt dich! Sie müssen sterben! /// [Serious]The hybrid's power is killing you![/Serious] [Serious]They must die![/Serious]
Conversation/zMission_Hybrid02/Line00130=Du musst die Hybriden zerstören, bevor ihre Macht dich umbringt. /// You must destroy the hybrid before their power kills you.
Conversation/zMission_Hybrid02/Line00131=Kerrigan ist in Gefahr. Eliminiert die Hybriden. /// [Serious]Kerrigan is in danger.[/Serious] [Angry 90]Eliminate the hybrid.[/Angry]
Conversation/zMission_Hybrid02/Line00132=Erledigt ihn! Sofort! /// Bring it down! Now!
Conversation/zMission_Hybrid02/Line00133=Diese Hybriden nerven langsam. Vernichtet sie! /// [Serious]These hybrid are becoming annoying.[/Serious] [Angry]Destroy them![/Angry]
Conversation/zMission_Hybrid02/Line00134=Du musst die Hybriden eliminieren! Es bleibt nicht viel Zeit! /// You must eliminate the hybrid! Time is short!
Conversation/zMission_Hybrid02/Line00135=Ein Hybrid hat begonnen, dich mit psionischer Energie anzugreifen! /// A hybrid has begun attacking you psionically!
Conversation/zMission_Hybrid02/Line00136=Weitere Hybridsignaturen entdeckt. /// Additional hybrid signatures detected.
Conversation/zMission_Hybrid02/Line00137=Ein Hybrid greift dich mit psionischer Energie an. /// A hybrid is attacking you psionically.
Conversation/zMission_Hybrid02/Line00140=Der Hybrid ist tot, aber es wird nicht der letzte gewesen sein. /// The hybrid is dead, but it will not be the last.
Conversation/zMission_Hybrid02/Line00142=Narud ... /// Narud...
Conversation/zMission_Hybrid02/Line00143=Ein Hybrid weniger. Jetzt kontrolliert der Schwarm diesen Bereich des Labors. /// [Surprise 70]One less hybrid.[/Surprise] The Swarm now controls this section of the lab.
Conversation/zMission_Hybrid02/Line00144=Der Brutalisk gehört mir. /// The brutalisk [Serious]is mine[/Serious].
Conversation/zMission_Hybrid02/Line00145=Der Schwarm hat die Kontrolle über beide Brutalisken übernommen. /// Both brutalisks have been claimed by the Swarm.
Conversation/zMission_Hybrid02/Line00146=Exzellent. Jetzt vernichten wir die Hybriden. /// Excellent. [Serious]Now let's finish the hybrid.[/Serious]
Conversation/zMission_Hybrid02/Line00148=Ein weiterer Hybrid wurde getötet. /// Another hybrid dead.
Conversation/zMission_Hybrid02/Line00149=Ignorier sein Geschwätz. Wir haben noch mehr Bereiche des Labors unter unsere Kontrolle gebracht. /// Ignore his prattling. More of the lab has come under our control.
Conversation/zMission_Hybrid02/Line00150=Erledigt ihn! Sofort! /// Bring it down! Now!
Conversation/zMission_Hybrid02/Line00152=Ich habe zwei Hybridsignaturen aufgespürt. Sie befinden sich ganz in der Nähe. /// Detecting two hybrid signatures. They are in close proximity.
Conversation/zMission_Hybrid02/Line00153=Es ist soweit, Kerrigan! Töte sie und das Labor gehört uns! /// [Surprise 80]This is it, Kerrigan![/Surprise] Kill them and the lab is ours!
Conversation/zMission_Hybrid02/Line00154=Ein Hybrid greift dich mit psionischer Energie an. Er muss eliminiert werden, oder du wirst den Angriff nicht überleben. /// A hybrid is attacking you psionically. It must be eliminated if you are to survive.
Conversation/zMission_Hybrid02/Line00155=Ein weiterer Hybrid hat begonnen, dich mit psionischer Energie anzugreifen. Sie müssen eliminiert werden oder du wirst den Angriff nicht überleben. /// Another hybrid has begun attacking you psionically. They must be eliminated for you to survive.
Conversation/zMission_Hybrid02/Line00156=Achtung. Ein weiterer Hybrid greift dich an. /// Warning. Another hybrid is attacking you.
Conversation/zMission_Hybrid02/Line00157=Ein weiterer Hybrid wurde freigelassen. Sie müssen vernichtet werden. /// Another hybrid has been released! They must be destroyed.
Conversation/zMission_Hybrid02/Line00158=Die letzten beiden Hybriden greifen dich mit psionischer Energie an! /// The last two hybrid are attacking you psionically!
Conversation/zMission_Hybrid02/Line00159=Der Hybrid ist zu stark ... Ich kann nicht ... <Todesröcheln> /// The hybrid's too strong... I can't...
Conversation/zMission_Hybrid02/Line00160=Meine Königin, du solltest weitere Kampfeinheiten erschaffen, bevor du den Hybriden angreifst. /// My queen, you should strengthen our combat forces before engaging the hybrid.
Conversation/zMission_Hybrid02/Line00161=Narud ... /// Narud...
Conversation/zMission_Hybrid02/Line00162=Der Brutalisk gehört mir. /// The brutalisk [Serious]is mine[/Serious].
Conversation/zMission_Hybrid02/Line00163=Exzellent. Jetzt vernichten wir die Hybriden. /// Excellent. [Serious]Now let's finish the hybrid.[/Serious]
Conversation/zMission_Hybrid02/Line00164=Der Hybrid ist zu stark ... Ich kann nicht ... <Todesröcheln> /// The hybrid's too strong... I can't...
Conversation/zMission_Hybrid02/Line00165=Diese Hybriden nerven langsam. Vernichtet sie! /// [Serious]These hybrid are becoming annoying.[/Serious] [Angry]Destroy them![/Angry]
Conversation/zMission_Hybrid02/Line00166=Ich halte nicht mehr lange stand ... Tötet sie, tötet die Hybriden! /// [Angry 75]I can't take much more of this.... [/Angry][Angry 90]Kill them, kill the hybrid![/Angry]
Conversation/zMission_Hybrid03/Comment00001=Kerrigan beinahe tot. /// Kerrigan almost dead.
Conversation/zMission_Hybrid03/Comment00002=75% /// 75%
Conversation/zMission_Hybrid03/Comment00003=60% /// 60%
Conversation/zMission_Hybrid03/Comment00004=Vorwärts /// Forward
Conversation/zMission_Hybrid03/Comment00005=Rückwärts /// Reverse
Conversation/zMission_Hybrid03/Comment00006=Setup /// Setup
Conversation/zMission_Hybrid03/Comment00007=Protoss greifen den Schwarmcluster an /// Protoss Attack the hive cluster
Conversation/zMission_Hybrid03/Comment00008=Erste Aktivierung /// First activation
Conversation/zMission_Hybrid03/Comment00009=Greift den ersten Hybrid an /// Attacking the first Hybrid
Conversation/zMission_Hybrid03/Comment00010=In der Nähe des ersten Kristalls /// Near Crystal 1
Conversation/zMission_Hybrid03/Comment00011=Alle Kristalle zerstört /// All Crystals Destroyed
Conversation/zMission_Hybrid03/Comment00012=In der Nähe des zweiten Kristalls /// Near Crystal 2
Conversation/zMission_Hybrid03/Comment00013=Stukov und Kerrigan betrachten den Tempel. /// Stukov and Kerrigan look on the temple.
Conversation/zMission_Hybrid03/Comment00014=In der Nähe des dritten Kristalls /// Near Crystal 3
Conversation/zMission_Hybrid03/Comment00015=Kerrigan geht allein in den Tempel. /// Kerrigan walks into the temple alone.
Conversation/zMission_Hybrid03/Comment00016=Königin 1 /// Queen 1
Conversation/zMission_Hybrid03/Comment00017=Königin 2 /// Queen 2
Conversation/zMission_Hybrid03/Comment00018=Königin 3 /// Queen 3
Conversation/zMission_Hybrid03/Comment00019=Variationen /// Variations
Conversation/zMission_Hybrid03/Comment00020=Variationen /// Variations
Conversation/zMission_Hybrid03/Comment00021=Variationen /// Variations
Conversation/zMission_Hybrid03/Comment00022=Variationen /// Variations
Conversation/zMission_Hybrid03/Comment00023=Königin 1 - Variationen /// Queen 1 - Variation
Conversation/zMission_Hybrid03/Comment00024=Spieler greift eine Protoss-Basis an. /// Player is attacking a protoss base
Conversation/zMission_Hybrid03/Comment00027=Setup /// Setup
Conversation/zMission_Hybrid03/Comment00028=Lines, wenn ein neuer Hybrid erscheint /// Lines for spawning new hybrid
Conversation/zMission_Hybrid03/Comment00029=Die Nullzone explodiert in Naruds Gesicht /// The null zone explodes in Narud's face
Conversation/zMission_Hybrid03/Comment00030=Explosionen erschüttern den Tempel /// Explosions rock the temple
Conversation/zMission_Hybrid03/Comment00031=Tal'darim-Angriffsaudios /// Tal'darim attack lines.
Conversation/zMission_Hybrid03/Comment00032=Kanone wird gepingt /// ping cannon
Conversation/zMission_Hybrid03/Comment00033=Brutkapseln landen, die den Schwarmwirt in sich tragen. /// Drop-pods arrive containing the Swarm Host.
Conversation/zMission_Hybrid03/Comment00034=Position nahe der Rampe zum Tempelbereich wird gepingt. /// Ping location near the ramp to the temple area.
Conversation/zMission_Hybrid03/Comment00035=Der Hybrid wird gepingt mit der Aufforderung, hier rechts zu klicken. /// Ping the hybrid with prompt to right click here.
Conversation/zMission_Hybrid03/Comment00036=Variationen /// Variations
Conversation/zMission_Hybrid03/Comment00037=Nach der mittleren Filmsequenz /// Post mid cinematic
Conversation/zMission_Hybrid03/Comment00038=Hybrid überträgt nicht mehr /// Hybrid stop channelling
Conversation/zMission_Hybrid03/Comment00039=Fast tot % /// Almost dead%
Conversation/zMission_Hybrid03/Comment00040=Narud feuert eine Explosion in Kerrigans Richtung, die sie abwehrt /// Narud fires a blast that is blocked by Kerrigan
Conversation/zMission_Hybrid03/Comment00041=Missionsbeginn /// Mission start
Conversation/zMission_Hybrid03/Comment00042=Ätzende Explosion lernen /// Teach Corrosive Blast
Conversation/zMission_Hybrid03/Comment00043=Nach der Filmsequenz in der Mitte. /// Post mid-cinematic
Conversation/zMission_Hybrid03/Comment00044=Angriff auf den ersten Tempel /// Attacking the first temple
Conversation/zMission_Hybrid03/Comment00045=Reaktion auf den Tempelangriff /// Temple attack response
Conversation/zMission_Hybrid03/Comment00046=Erster Tempel deaktiviert /// First Temple Deactivated
Conversation/zMission_Hybrid03/Comment00047=Variationen /// Variations
Conversation/zMission_Hybrid03/Comment00048=Zweiter Tempel deaktiviert /// Second Temple Deactivated
Conversation/zMission_Hybrid03/Comment00049=Dritter Tempel deaktiviert /// Third Temple Deactivated
Conversation/zMission_Hybrid03/Comment00050=Vierter Tempel deaktiviert /// Fourth Temple Deactivated
Conversation/zMission_Hybrid03/Comment00051=Endgültig /// Final
Conversation/zMission_Hybrid03/Group00001=Hybrid01 /// Hybrid03
Conversation/zMission_Hybrid03/Group00002=Kritischer Pfad /// Critical Path
Conversation/zMission_Hybrid03/Group00003=Nullzonenstatus /// Null Zone States
Conversation/zMission_Hybrid03/Group00004=Umkehrung /// Reversal
Conversation/zMission_Hybrid03/Group00005=Prozentsatz /// Percentage
Conversation/zMission_Hybrid03/Group00006=Zu beachten /// To Consider
Conversation/zMission_Hybrid03/Group00007=Benötigt Kontextbezug /// Context Sensitive
Conversation/zMission_Hybrid03/Group00009=Bonusziele /// Bonus Objectives
Conversation/zMission_Hybrid03/Group00010=Ende /// Ending
Conversation/zMission_Hybrid03/Group00011=Kristalle /// Crystals
