Character/Description/Hill,This is the same character that appears in the Wings of Liberty campaign. (Already cast). A gruff mercenary captain who has had a hard life on the battlefield, he fights for profit and not for a cause.=0
Character/Name/ArtanisUI,Артанис /// Artanis=1
VoiceOver/HeroNovaMP1/Pissed11,Поверь, решимости у меня хватит на двоих.=2194
VoiceOver/HeroNovaMP1/Pissed12,Тебе повезло, что я еще ношу нейронный ингибитор...=2195
VoiceOver/HeroNovaMP1/Ready00,Приказ поняла.=2196
VoiceOver/HeroNovaMP1/Ready_N100,Пора за дело.=2197
VoiceOver/HeroNovaMP1/Ready_N200,Приказ поняла.=2198
VoiceOver/HeroNovaMP1/Ready_N300,Приказ поняла.=2199
VoiceOver/HeroNovaMP1/Ready_NP00,Ассимиляция завершена.=2200
VoiceOver/HeroNovaMP1/Respawn00,Чудеса современной науки...=2201
VoiceOver/HeroNovaMP1/Respawn01,Вот это, я понимаю, первая помощь.=2202
VoiceOver/HeroNovaMP1/Respawn02,Вернемся к делу.=2203
VoiceOver/HeroNovaMP1/Respawn03,Готова к бою!=2204
VoiceOver/HeroNovaMP1/What00,Нова на связи.=2205
VoiceOver/HeroNovaMP1/What01,Повтори.=2206
VoiceOver/HeroNovaMP1/What02,Жду подтверждения.=2207
VoiceOver/HeroNovaMP1/What03,Слышу тебя хорошо.=2208
VoiceOver/HeroNovaMP1/What04,Какова ситуация?=2209
VoiceOver/HeroNovaMP1/What_N100,Что здесь произошло?=2210
VoiceOver/HeroNovaMP1/What_N101,Нужно идти.=2211
VoiceOver/HeroNovaMP1/What_N102,Мало времени.=2212
VoiceOver/HeroNovaMP1/What_N103,Это будет непросто.=2213
VoiceOver/HeroNovaMP1/What_N104,Поспешим.=2214
VoiceOver/HeroNovaMP1/What_N200,Нова на связи.=2215
VoiceOver/HeroNovaMP1/What_N201,Повтори.=2216
VoiceOver/HeroNovaMP1/What_N202,Жду подтверждения.=2217
VoiceOver/HeroNovaMP1/What_N203,Слышу тебя хорошо.=2218
VoiceOver/HeroNovaMP1/What_N204,Какова ситуация?=2219
VoiceOver/HeroNovaMP1/What_N300,Нова на связи.=2220
VoiceOver/HeroNovaMP1/What_N301,Повтори.=2221
VoiceOver/HeroNovaMP1/What_N302,Жду подтверждения.=2222
VoiceOver/HeroNovaMP1/What_N303,Слышу тебя хорошо.=2223
VoiceOver/HeroNovaMP1/What_N304,Какова ситуация?=2224
VoiceOver/HeroNovaMP1/What_NP00,Приказывай.=2225
VoiceOver/HeroNovaMP1/What_NP01,Жду указаний.=2226
VoiceOver/HeroNovaMP1/Yes00,Уже в пути.=2227
VoiceOver/HeroNovaMP1/Yes01,Выдвигаюсь.=2228
VoiceOver/HeroNovaMP1/Yes02,Выполняю.=2229
VoiceOver/HeroNovaMP1/Yes03,Поняла.=2230
VoiceOver/HeroNovaMP1/Yes04,Я обо всем позабочусь.=2231
VoiceOver/HeroNovaMP1/Yes05,Ближе к делу.=2232
VoiceOver/HeroNovaMP1/Yes06,Поняла.=2233
VoiceOver/HeroNovaMP1/Yes07,Слышимость отличная.=2234
VoiceOver/HeroNovaMP1/Yes08,Положись на меня.=2235
VoiceOver/HeroNovaMP1/Yes_N100,Поняла.=2236
VoiceOver/HeroNovaMP1/Yes_N101,Чую заварушку.=2237
VoiceOver/HeroNovaMP1/Yes_N102,Выдвигаюсь.=2238
VoiceOver/HeroNovaMP1/Yes_N103,Во что бы то ни стало.=2239
VoiceOver/HeroNovaMP1/Yes_N104,Я справлюсь.=2240
VoiceOver/HeroNovaMP1/Yes_N105,Уже в пути.=2241
VoiceOver/HeroNovaMP1/Yes_N106,Выдвигаюсь.=2242
VoiceOver/HeroNovaMP1/Yes_N107,Выполняю.=2243
VoiceOver/HeroNovaMP1/Yes_N108,Поняла.=2244
VoiceOver/HeroNovaMP1/Yes_N200,Я обо всем позабочусь.=2245
VoiceOver/HeroNovaMP1/Yes_N201,Ближе к делу.=2246
VoiceOver/HeroNovaMP1/Yes_N202,Поняла.=2247
VoiceOver/HeroNovaMP1/Yes_N203,Слышимость отличная.=2248
VoiceOver/HeroNovaMP1/Yes_N204,Положись на меня.=2249
VoiceOver/HeroNovaMP1/Yes_N205,Уже в пути.=2250
VoiceOver/HeroNovaMP1/Yes_N206,Выдвигаюсь.=2251
VoiceOver/HeroNovaMP1/Yes_N207,Выполняю.=2252
VoiceOver/HeroNovaMP1/Yes_N208,Поняла.=2253
VoiceOver/HeroNovaMP1/Yes_N300,Я обо всем позабочусь.=2254
VoiceOver/HeroNovaMP1/Yes_N301,Ближе к делу.=2255
VoiceOver/HeroNovaMP1/Yes_N302,Поняла.=2256
VoiceOver/HeroNovaMP1/Yes_N303,Слышимость отличная.=2257
VoiceOver/HeroNovaMP1/Yes_N304,Положись на меня.=2258
VoiceOver/HeroNovaMP1/Yes_N305,Уже в пути.=2259
VoiceOver/HeroNovaMP1/Yes_N306,Выдвигаюсь.=2260
VoiceOver/HeroNovaMP1/Yes_N307,Выполняю.=2261
VoiceOver/HeroNovaMP1/Yes_N308,Поняла.=2262
VoiceOver/HeroNovaMP2/Death_NP00,Ну вот и... все. /// Service complete.=2263
VoiceOver/HeroNovaMP2/Death_NP01,<END - DO NOT TRANSLATE>=2264
VoiceOver/HeroNovaMP2/Ready00,Я знаю, что делать. /// I know what I have to do.=2265
VoiceOver/HornerHanAnnouncer/AddOnComplete00,Хорнер: Пристройка завершена. /// Horner: Add-on's ready.=2266
VoiceOver/HornerHanAnnouncer/AddOnComplete01,Хан: Пристройка готова. Кто умничка? /// Han: Add-on complete, you clever scoundrel.=2267
VoiceOver/HornerHanAnnouncer/AllyBaseUnderAttack00,Хорнер: База союзника под угрозой! Хан: Беги на помощь! /// Horner: Our ally's base is in danger! Han: Help out!=2268
VoiceOver/HornerHanAnnouncer/AllyBaseUnderAttack01,Хан: Что это там дымится? Не база ли твоего союзника? /// Han: Ally's base is going up in smoke.=2269
VoiceOver/HornerHanAnnouncer/AllyBaseUnderAttack02,Хорнер: Враги нанесли удар по базе союзника. /// Horner: They're striking our ally's base.=2270
VoiceOver/HornerHanAnnouncer/AllyUnderAttack00,Хан: У наших союзников проблемы. Хорнер: Как я их понимаю... /// Han: Our allies got into trouble. Horner: Story of my life... =2271
VoiceOver/HornerHanAnnouncer/AllyUnderAttack01,Хорнер: На союзника напали. /// Horner: An ally's under attack.=2272
VoiceOver/HornerHanAnnouncer/AllyUnderAttack02,Хан: Нашим союзникам сейчас жарко. /// Han: Our allies are in a rough spot.=2273
VoiceOver/HornerHanAnnouncer/BadLZ00,Хорнер: Здесь нельзя приземлиться. Хан: Хотя если очень хочется... /// Horner: Can't land there. Han: Not with that attitude.=2274
VoiceOver/HornerHanAnnouncer/BaseUnderAttack00,Хорнер: На вашу базу напали. Хан: У-у, все серьезно. /// Horner: They're attacking your base. Han: Ooo, so serious.=2275
VoiceOver/HornerHanAnnouncer/BaseUnderAttack01,Хан: На твою базу напали. /// Han: Your base is under threat.=2276
VoiceOver/HornerHanAnnouncer/BaseUnderAttack02,Хорнер: Ваша база подверглась нападению. /// Horner: Your base is under assault.=2277
VoiceOver/HornerHanAnnouncer/BuildError00,Хан: Нет! Тут нельзя строить! Даже мне. /// Han: No! No building there.=2278
VoiceOver/HornerHanAnnouncer/BuildError01,Хорнер: Это неподходящее место для строительства. /// Horner: That site's not clear for construction. =2279
VoiceOver/HornerHanAnnouncer/BuildError02,Хан: Зачем ты пытаешься здесь что-то построить? Хорнер: Хороший вопрос. /// Han: Why are you trying to build there! Horner: Good question.=2280
VoiceOver/HornerHanAnnouncer/BuildErrorProtoss00,Хорнер: Неподходящее место для вызова. /// Horner: You can't warp there.=2281
VoiceOver/HornerHanAnnouncer/BuildErrorZerg00,Хан: Он так не может. Хорнер: Не может или не хочет. /// Han: Can't do that. Horner: Can't or won't.=2282
VoiceOver/HornerHanAnnouncer/CalldownLaunch00,Хорнер: Обнаружен запуск ядерной ракеты. Хан: БАБАХ! /// Horner: Detecting a nuclear launch. Han: BOOM!=2283
VoiceOver/HornerHanAnnouncer/CalldownLaunch01,Хан: Тут ядерную ракету запустили, не зевай. /// Han: A nuclear launch is coming. Be careful...=2284
VoiceOver/HornerHanAnnouncer/CommandCenterUpgraded00,Хорнер: Работы в командном центре завершены. Хан: Выглядит теперь гораздо милее. /// Horner: Command center's all spruced up. Han: Lovely.=2285
VoiceOver/HornerHanAnnouncer/ConstructInterrupt00,Хан: Тут работнику что-то мешает. Лень, наверное... или враги. /// Han: That worker is either under attack or very lazy.=2286
VoiceOver/HornerHanAnnouncer/ConstructInterrupt01,Хорнер: Работа КСМ прервана. /// Horner: SCV work has halted.=2287
VoiceOver/HornerHanAnnouncer/ConstructInterrupt02,Хан: КСМам что-то мешает. /// Han: Something's bothering the SCVs.=2288
VoiceOver/HornerHanAnnouncer/Countdown00,Пять... четыре... три... два... один... /// Five... Four... Three... Two... One...=2289
VoiceOver/HornerHanAnnouncer/EndGame00,Хан: Победа за тобой! Видишь, Мэтью, у тебя появился конкурент. Хорнер: Это вселяет надежду... /// Han: You won! Matthew, you have some competition. Horner: Uh, that's great.=2290
VoiceOver/HornerHanAnnouncer/EndGame01,Хорнер: Это было интереснее, чем я ожидал. Хан: Я предпочитаю наблюдать за тобой, Мэтью. /// Horner: That was more fun than I expected. Han: I prefer watching you, Matthew.=2291
VoiceOver/HornerHanAnnouncer/EndGameLost00,Хан: Поражение?! Хорнер: Победа – не главное. Хан: За себя говори! /// Han: A loss?! Horner: Winning isn't everything. Han: To some of us, it is!=2292
VoiceOver/HornerHanAnnouncer/EndGameTied00,Хорнер: Вы с противником оказались достойны друг друга. Хан: Прямо как мы с тобой, милый! Хорнер: (обреченно вздыхает) /// Horner: You and your opponent were evenly matched. Han: Just like us, darling! Horner: (exasperated sigh)=2293
VoiceOver/HornerHanAnnouncer/EvolutionComplete00,Хорнер: У вас что-то... мутировало. Хан: Да уж. /// Horner: You finished evolving something. Han: I guess.=2294
VoiceOver/HornerHanAnnouncer/EvolutionComplete01,Хорнер: Эволюция завершена! Хан: Мне нравится, как ты это говоришь. /// Horner: Evolution complete! Han: You excite me.=2295
VoiceOver/HornerHanAnnouncer/ForcesUnderAttack00,Хорнер: Ваши войска встретили сопротивление. Хан: Люблю, когда сопротивляются... /// Horner: They've engaged our forces. Han: I love engagements.=2296
VoiceOver/HornerHanAnnouncer/ForcesUnderAttack01,Хорнер: Наши войска вступили в бой. /// Horner: Our soldiers are in combat. =2297
VoiceOver/HornerHanAnnouncer/ForcesUnderAttack02,Хан: О! Опять кого-то бьют! /// Han: Another brawl begins!=2298
VoiceOver/HornerHanAnnouncer/ForcesUnderAttackProtoss00,Хорнер: Ваши войска вступили в бой. /// Horner: Your warriors have entered combat.=2299
VoiceOver/HornerHanAnnouncer/ForcesUnderAttackProtoss01,Хан: Враги бьют твоих бойцов! Вот мерзавцы. /// Han: The enemy is bashing your fighters! Those scoundrels.=2300
VoiceOver/HornerHanAnnouncer/ForcesUnderAttackZerg00,Хан: Твои зерги встретили противника. Хорнер: Встреча была не очень дружественной. /// Han: The enemy has met your zerg. Horner: In a hostile way.=2301
VoiceOver/HornerHanAnnouncer/ForcesUnderAttackZerg01,Хорнер: Ваши зерги вступили в бой. Хан: Они это любят. /// Horner: Your zerg are picking a fight. Han: They do that.=2302
VoiceOver/HornerHanAnnouncer/ForcesUnderAttackZerg02,Хан: Твои зерги добрались до врага. /// Han: Your zerg sniffed out the enemy.=2303
VoiceOver/HornerHanAnnouncer/GamePaused00,Хорнер: Похоже, в бою наступило затишье. Хан: Вот мы и остались вдвоем, Мэтью. Только ты и я. Хорнер (игроку): Пожалуйста... не задерживайтесь! /// Horner: Looks like we have a break in hostilities. Han: It's just the two of us now, Matthew. Horner (to the player): Oh boy... Don't take too long!=2304
