Conversation/DEBUG_FaceAnimTest/Group00001=Kerrigan /// Kerrigan
Conversation/DEBUG_FaceAnimTest/Group00002=Isza /// Izsha
Conversation/DEBUG_FaceAnimTest/Group00003=Zagara /// Zagara
Conversation/DEBUG_FaceAnimTest/Group00004=Stiukow /// Stukov
Conversation/DEBUG_FaceAnimTest/Group00005=Valerian /// Valerian
Conversation/DEBUG_FaceAnimTest/Group00006=Dehaka /// Dehaka
Conversation/DEBUG_FaceAnimTest/Group00007=Lasarra /// Lasarra
Conversation/DEBUG_FaceAnimTest/Group00008=Zainfekowana Kerrigan /// Kerrigan Infested
Conversation/zMission_Lab03/Line00070=Jeśli umrzesz, a w pobliżu będzie wylęgarnia, będziemy mogli cię wskrzesić. /// If you die and there is a hatchery nearby, we can resurrect you.
Conversation/zMission_Lab03/Line00071=Twoja esencja znajduje się w wylęgarni w głównym skupisku uli. Zawsze, gdy zginiesz, możemy cię wskrzesić. /// Your essence is stored in the hatchery at the main hive cluster. Any time you die, we can resurrect you.
Conversation/zMission_Lab03/Line00072=Gdzie jest Jim? Powinien już się skontaktować. /// [Surprise 70]Where is Jim? [/Surprise]He should have contacted me by now.
Conversation/zMission_Lab03/Line00074=Nasze robotnice mogą mutować w kręgowije, które wzmocnią obronę skupiska uli. /// Our drones can mutate into spine crawlers. They will bolster the hive cluster's defenses.
Conversation/zMission_Lab03/Line00075=(kaszle) Ja żyję? /// (coughing) I'm alive?
Conversation/zMission_Lab03/Line00076=Ale jeśli chcesz przez krótki czas powić jeszcze więcej jaj, królowa może przyspieszyć ich wylęg. /// But if you wish to spawn even more larvae for a short time, the queen can induce the hatchery to do so.
Conversation/zMission_Lab03/Line00090=Aby powiększyć ten szczep, musisz powić więcej nadrządców. /// In order to grow this brood, you will need to spawn more overlords.
Conversation/zMission_Lab03/Line00092=Tak, królowe mają wiele przydatnych zdolności. Możesz powić królową w wylęgarni. /// Yes, queens have many useful abilities. You can birth a queen at the hatchery.
Conversation/zMission_Lab03/Line00101=Do walki z Dominium będzie potrzebne więcej zerglingów. /// We need to morph more zerglings before we engage the Dominion.
Conversation/zMission_Lab03/Line00103=Stworzenie dodatkowych robotnic pozwoli nam szybciej zbierać minerały. /// Morphing additional drones will allow us to harvest minerals faster.
Conversation/zMission_Lab03/Line00104=Za długo to trwa. Potrzebuję królowej, żeby powiększyć skupisko uli. /// This is taking too long. I need a queen to help grow this hive cluster.
Conversation/zMission_Lab03/Line00105=Dopóki mój szczep nie przybędzie, będę służyć ci radą. /// Until my brood comes to your aid, I will advise you however I can.
Conversation/zMission_Lab03/Line00106=Będziemy potrzebować surowców do walki. Możesz rozkazać robotnicom zbierać minerały z pól. /// We will need resources for the fight. You can order your drones to gather minerals from the mineral fields.
Conversation/zMission_Lab03/Line00108=Możesz kazać robotnicy zmutować w nieckę rozrodczą, co pozwoli szczepowi tworzyć zerglingi i nie tylko. /// You can order a drone to mutate into a spawning pool, allowing your brood to create zerglings and more.
Conversation/zMission_Lab03/Line00109=Z larw z twojej wylęgarni można stworzyć zerglingi. /// It is possible to morph zerglings from the larvae at your hatchery.
Conversation/zMission_Lab03/Line00110=Jeśli stworzysz więcej robotnic w wylęgarni, twój szczep będzie szybciej zbierał minerały. /// By morphing more drones at the hatchery, your brood will gather minerals faster.
Conversation/zMission_Lab03/Line00111=Królowa może użyć transfuzji, aby wyleczyć kręgowija. /// The queen can use "Transfusion" to heal this spine crawler.
Conversation/zMission_Lab03/Line00112=Biomasa się rozrosła. Możesz skierować kręgowija do wejścia do skupiska uli i tam go zakorzenić. /// The creep has spread. You can move that spine crawler to the hive cluster's entrance and root it there.
Conversation/zMission_Lab03/Line00113=Okej. Sprawdźmy, czy pamiętam, jak to się robi. Najpierw potrzebuję niecki rozrodczej. /// [Surprise 65]Okay.[/Surprise] Let's see if I can remember how to do this. The first thing I need is a spawning pool.
Conversation/zMission_Lab03/Line00114=Kręgowije pomogą w obronie skupiska uli. /// Spine crawlers will help defend the hive cluster when you get attacked.
Conversation/zMission_Lab03/Line00115=Możesz zmutować robotnicę w kręgowija obok wejścia do skupiska uli. /// You can mutate a drone into a spine crawler near the entrance of the hive cluster.
Conversation/zMission_Lab03/Line00116=Do tworzenia bardziej złożonych form życia, jak królowa, zergi potrzebują wespanu. /// Vespene gas is required for the evolution of complex zerg forms like queens.
Conversation/zMission_Lab03/Line00118=Możesz kazać robotnicy zbudować ekstraktor na gejzerze wespanu. /// You can order a drone to build an extractor upon a vespene geyser.
Conversation/zMission_Lab03/Line00119=Królowo, wysyłam ci więcej zergów! /// My queen, I sent you some more zerg!
Conversation/zMission_Lab03/Line00120=Parę zergów do pomocy! /// Some zerg to help you!
Conversation/zMission_Lab03/Line00121=Wysyłam ci część mojego szczepu! /// I send you some of my brood!
Conversation/zMission_Lab03/Line00122=Dowódco, znaleźliśmy Kerrigan! Zaszyła się w bazie zergów! /// Command, we've found Kerrigan! She's holed up in a zerg base!
Conversation/zMission_Lab03/Line00123=Wchodzimy! Przysłać wsparcie! /// We're going in! Send reinforcements!
Conversation/zMission_Lab03/Line00125=Aby atakować, kręgowij musi być zakorzeniony. /// A spine crawler must be rooted to attack.
Conversation/zMission_Lab03/Line00126=Królowo, Dominium zbudowało na tej planecie kilka mniejszych baz. /// The Dominion have built several smaller bases on this planet, my queen.
Conversation/zMission_Lab03/Line00128=Jeśli zniszczymy te bazy, osłabimy ich przed zadaniem ostatecznego ciosu. /// If we destroy those bases, it will weaken them for the killing blow.
Conversation/zMission_Lab03/Line00130=Jim? Gdzie jesteś? /// Jim? Where are you?
Conversation/zMission_Lab03/Line00132=Zabijcie wszystkich. Nikt nie może przetrwać. /// [Serious]Kill them all. [/Serious][Angry 80]No one gets out alive.[/Angry]
Conversation/zMission_Lab03/Line00133=Tak! Królowa naprawdę wróciła! Zabić terran! /// Yes! The queen has returned! Kill the terrans!
Conversation/zMission_Lab03/Line00134=Królowo... masz rację. Co ja zrobiłam? Stójcie, puśćcie ich. /// The Queen... you're right. What have I done? Stop, let them go.
Conversation/zMission_Lab03/Line00135=Już nie żyją, królowo. /// They are already dead, my queen.
Conversation/zMission_Lab03/Line00136=Czułam się znowu jak... jak Królowa Ostrzy. Jim? Gdzie jesteś? Potrzebuję cię. /// I could feel myself slipping back into... the Queen of Blades. I need Jim. Where are you?
Conversation/zMission_Lab03/Line00137=Okej. Sprawdźmy, czy pamiętam, jak to się robi. Najpierw potrzebuję niecki rozrodczej. /// [Surprise 65]Okay.[/Surprise] Let's see if I can remember how to do this. The first thing I need is a spawning pool.
Conversation/zMission_Lab03/Line00138=Za długo to trwa. Potrzebuję królowej, żeby powiększyć skupisko uli. /// This is taking too long. I need a queen to help grow this hive cluster.
Conversation/zMission_Lab03/Line00139=Mamy mało czasu. Potrzebuję więcej larw, żeby powiększyć szczep. /// We don't have much time. I need more larvae to grow this brood.
Conversation/zMission_Lab03/Line00140=Co jeszcze? Gdybym tylko sobie przypomniała... biomasa. Potrzebujemy biomasy. /// What else? If I could only remember... creep. We need creep all over this hive cluster.
Conversation/zMission_Lab03/Line00141=Do walki z Dominium będzie potrzebne więcej zerglingów. /// We need to morph more zerglings before we engage the Dominion.
Conversation/zMission_Lab03/Line00142=Teraz ruszamy na Dominium. Zapada noc, będą bać się zergów czających się w mroku. /// Now we go after the Dominion. Night is falling, and they'll be nervous about all the zerg prowling out here in the dark.
Conversation/zMission_Lab03/Line00144=To cud, ze przetrwaliście beze mnie. /// It's a wonder you survived at all without me.
Conversation/zMission_Lab03/Line00145=Powinniśmy rozprzestrzenić biomasę najdalej, jak się da. /// We should spread creep as far as we can.
Conversation/zMission_Lab03/Line00147=Jim? Gdzie jesteś? /// Jim? Where are you?
Conversation/zMission_Lab03/Line00148=Co szczep robi na tej planecie? Przecież to pustkowie. /// [Surprise 70]Why is there a brood on this planet?[/Surprise] This is the middle of nowhere.
Conversation/zMission_Lab03/Line00149=Twój szczep będzie najsprawniej gromadzić wespan, jeśli wyślesz trzy robotnice do ekstraktora. /// Your brood can harvest vespene at maximum efficiency if you order three drones to the extractor.
Conversation/zMission_Lab03/Line00150=Duża grupa Dominium kieruje się na skupisko uli! /// There is a large Dominion force on its way to the hive cluster!
Conversation/zMission_Lab03/Line00152=Mój szczep przybył! Są na twoje rozkazy, królowo! /// My brood has come! They are yours to command, my queen!
Conversation/zMission_Lab03/Line00153=Doskonale. Chodźmy do ich bazy i zniszczmy to działo, zanim zjawi się Jim. /// [Serious]Perfect.[/Serious] Now let's get up to their base and [Serious]destroy that cannon[/Serious] before Jim arrives.
Conversation/zMission_Lab03/Line00155=Doskonale. Chodźmy do ich bazy i zniszczmy to działo, zanim zjawi się Jim. /// [Serious]Perfect.[/Serious] Now let's get up to their base and [Serious]destroy that cannon[/Serious] before Jim arrives.
Conversation/zMission_Lab03/Line00156=Możesz rozkazać robotnicom zbierać gaz z ekstraktora. /// Your drones can be ordered to harvest gas from this extractor.
Conversation/zMission_Lab03/Line00157=Królowe mogą atakować terrańskie jednostki powietrzne. /// Queens can attack the terran aircraft.
Conversation/zMission_Lab03/Line00159=Królowe mogą atakować terrańskie jednostki powietrzne i leczyć inne zergi. /// Queens can attack the terran aircraft, and they heal other zerg.
Conversation/zMission_Lab03/Line00160=Królowe mogą atakować terrańskie jednostki powietrzne i zapewniają dodatkowe larwy w wylęgarni. /// Queens can attack the terran aircraft, and they also spawn extra larvae at the hatchery.
Conversation/zMission_Lab03/Line00161=Królowa byłaby bardzo pomocna, zarówno przy budowie skupiska uli, jak i w walce z terranami. Możesz powić królową w wylęgarni. /// A queen would be very useful both in preparing the hive cluster and fighting the terrans. You can birth a queen at the hatchery.
Conversation/zMission_Lab03/Line00162=Czerwie przekopują się do ciebie. Mój szczep wkrótce tam dotrze. /// The worms are tunneling to you right now. My brood will be there soon.
Conversation/zMission_Lab03/Line00164=Mój szczep jest prawie na miejscu. /// My brood is almost there.
Conversation/zMission_Lab03/Line00165=Już niedługo mój czerw nydusowy sprowadzi posiłki! /// Only a short time before my nydus worms bring reinforcements!
Conversation/zMission_Lab03/Line00166=Możemy umieścić kręgowije przy obu wejściach. /// We can put spine crawlers at both entrances.
Conversation/zMission_Lab03/Line00167=Jeśli zmutujesz komorę ewolucyjną, będziesz mogła stworzyć obronę przeciwlotniczą. /// If you mutate an evolution chamber, you will be able to create air defenses.
Conversation/zMission_Lab03/Line00168=Dominium wyśle jednostki latające na skupisko uli. /// The Dominion will send aircraft against this hive cluster.
Conversation/zMission_Lab03/Line00169=Dominium wyśle jednostki latające na skupisko uli. /// The Dominion will send aircraft against this hive cluster.
Conversation/zMission_Lab03/Line00170=Tylko się teraz nie zbliżaj, Jim... Za kilka minut zniszczę działo. /// Stay away, Jim. I just need a few more minutes to destroy that gun.
Conversation/zMission_Lab03/Line00171=Tylko się teraz nie zbliżaj, Jim... Za kilka minut zniszczę działo. /// Stay away, Jim. I just need a few more minutes to destroy that gun.
Conversation/zMission_Lab03/Line00172=Gdzie jest Jim? Powinien już się skontaktować. /// [Surprise 70]Where is Jim? [/Surprise]He should have contacted me by now.
Conversation/zMission_Lab03/Line00173=Pamiętaj, oddziały Dominium znajdą cię, zanim przybędzie mój szczep. Stwórz walczące zergi. /// Remember, the Dominion forces will find you before my brood can arrive. You may wish to spawn combat-worthy zerg.
Conversation/zMission_Lab03/Line00174=Królowa byłaby bardzo pomocna w walce z terranami. Możesz powić ją w wylęgarni. /// A queen would be very useful for fighting the terrans. You can birth a queen at the hatchery.
Conversation/zMission_Lab03/Line00175=Twoja esencja znajduje się w głównej wylęgarni. Kiedy będziesz bliska śmierci, możesz się tam ukryć i wyleczyć. /// Your essence is stored within our primary hatchery. When you are near death, you will burrow to the hatchery to heal.
Conversation/zMission_Lab03/Line00176=Mój szczep jest na twoje rozkazy. Masz wszystko, co potrzebne do zniszczenia terran! /// My brood is at your command. You have everything you need to destroy the terrans!
Conversation/zMission_Lab03/Line00177=Królowa? Masz rację. Zaczynałam się w coś zamieniać... Muszę stąd uciekać. /// [Surprise 80]The queen? You're right. [/Surprise][Serious]I was slipping back into something that [/Serious]-- [Surprise 80]I have to get out of here.[/Surprise]
Conversation/zMission_Lab03/Line00178=Umieszczę kręgowije przy obu wejściach. /// I'll put spine crawlers at both entrances.
Conversation/zMission_Lab03/Line00179=Dominium znajdzie skupisko uli, zanim przybędzie szczep. Lepiej stworzę walczące zergi. /// The Dominion will find this hive cluster before the brood arrives. I'd better make some combat-worthy zerg.
Conversation/zMission_Lab03/Line00180=Lepiej zmutuję robotnicę w nieckę rozrodczą. Będę mogła stworzyć zerglingi do walki. /// I'd better mutate a drone into a spawning pool. That way I can build zerglings for the fight.
Conversation/zMission_Lab03/Line00181=Powinnam stworzyć zerglingi z larw w wylęgarni. /// I should make zerglings from the larvae at my hatchery.
Conversation/zMission_Lab03/Line00182=Umieszczę kręgowije przy obu wejściach. /// I'll put spine crawlers at both entrances.
Conversation/zMission_Lab03/Line00183=Dominium znajdzie skupisko uli, zanim przybędzie szczep. Lepiej stworzę walczące zergi. /// The Dominion will find this hive cluster before the brood arrives. I'd better make some combat-worthy zerg.
Conversation/zMission_Lab03/Line00184=Lepiej zmutuję robotnicę w nieckę rozrodczą. Będę mogła stworzyć zerglingi do walki. /// I'd better mutate a drone into a spawning pool. That way I can build zerglings for the fight.
Conversation/zMission_Lab03/Line00185=Powinnam stworzyć zerglingi z larw w wylęgarni. /// I should make zerglings from the larvae at my hatchery.
Conversation/zMission_Lab03/Line00186=Potrzebuję więcej nadrządców, żeby powiększyć szczep. /// I'll need more overlords to grow this brood.
Conversation/zMission_Lab03/Line00187=Potrzebuję więcej nadrządców, żeby powiększyć szczep. /// I'll need more overlords to grow this brood.
Conversation/zMission_Lab03/Line00188=Przypominam sobie kręgowije. Mogę zmutować je z robotnic. /// [Surprise 60]I remember spine crawlers.[/Surprise] I can mutate them from drones.
