Character/Name/ArtanisUI,阿塔尼斯 /// Artanis=0
VoiceOver/KerriganA/GeyserExhausted02,我们采完了一处瓦斯气泉。 /// We've exhausted a vespene geyser.=2552
VoiceOver/KerriganA/LandingInterrupt00,有东西挡住了着陆区。 /// Something's obstructing the landing zone.=2553
VoiceOver/KerriganA/MULEDeployed00,正在向矿区部署矿骡。 /// Deploying MULEs onto the field.=2554
VoiceOver/KerriganA/MaxSupply00,不。我们达到了补给上限。 /// No. We have reached maximum supply.=2555
VoiceOver/KerriganA/MaxSupply01,无法执行。我们已经达到了补给上限。 /// Impossible. We are at max supply.=2556
VoiceOver/KerriganA/MetamorphosisComplete00,蜕变完成。 /// Metamorphosis complete.=2557
VoiceOver/KerriganA/MetamorphosisComplete01,蜕变完成了。 /// Metamorphosis completed.=2558
VoiceOver/KerriganA/MineralsDepleted00,矿脉已经枯竭。 /// Mineral field depleted.=2559
VoiceOver/KerriganA/MineralsDepleted01,一处矿脉已经枯竭。 /// A mineral field has been depleted.=2560
VoiceOver/KerriganA/MineralsDepleted02,我们采完了一处矿脉。 /// Mineral cluster depleted.=2561
VoiceOver/KerriganA/MutationComplete00,变异完成。 /// Mutation complete.=2562
VoiceOver/KerriganA/MutationComplete01,变异完成了。 /// Mutation completed.=2563
VoiceOver/KerriganA/NeedCreep00,那必须放置在菌毯上。 /// That must be placed on creep.=2564
VoiceOver/KerriganA/NeedCreep01,在菌毯上再试一次。 /// Try again on top of the creep.=2565
VoiceOver/KerriganA/NeedGeyser00,必须放置在瓦斯气泉上。 /// We must place that on a vespene geyser.=2566
VoiceOver/KerriganA/NeedGeyser01,萃取房必须放置在瓦斯气泉上。 /// That extractor must be placed on a geyser.=2567
VoiceOver/KerriganA/NeedGeyserProtoss00,吸纳舱需要有瓦斯气泉。 /// That assimilator requires a vespene geyser.=2568
VoiceOver/KerriganA/NeedGeyserProtoss01,必须折跃在一处瓦斯气泉上。 /// That has to be warped in on a vespene geyser.=2569
VoiceOver/KerriganA/NeedGeyserTerran00,精炼厂需要有瓦斯气泉。 /// Refineries require a vespene geyser.=2570
VoiceOver/KerriganA/NeedGeyserTerran01,必须在瓦斯气泉上建造。 /// That has to be built on a vespene geyser.=2571
VoiceOver/KerriganA/NeedMoreFood00,需要孵化更多的王虫。 /// Spawn more Overlords.=2572
VoiceOver/KerriganA/NeedMoreFood01,我们需要更多的王虫。 /// We need more overlords.=2573
VoiceOver/KerriganA/NeedMoreFood02,补给不足。该孵化更多的王虫了。 /// Out of supply. Time to spawn overlords.=2574
VoiceOver/KerriganA/NeedMoreFoodProtoss00,我们需要建造更多的水晶塔。 /// We must construct additional pylons.=2575
VoiceOver/KerriganA/NeedMoreFoodProtoss01,我们需要更多的水晶塔。 /// We need more pylons.=2576
VoiceOver/KerriganA/NeedMoreFoodProtoss02,那需要有更多的水晶塔才行。 /// That will take additional pylons.=2577
VoiceOver/KerriganA/NeedMoreFoodTerran00,需要更多的补给站。 /// Additional supply depots are required.=2578
VoiceOver/KerriganA/NeedMoreFoodTerran01,我们需要有更多的补给站才行。 /// We're going to need more supply depots.=2579
VoiceOver/KerriganA/NeedMoreFoodTerran02,那需要有更多的补给站才行。 /// That's going to take more supply depots.=2580
VoiceOver/KerriganA/NeedMoreGas00,瓦斯不足。 /// Not enough vespene.=2581
VoiceOver/KerriganA/NeedMoreGas01,我们需要更多的高能瓦斯。 /// We require more Vespene gas.=2582
VoiceOver/KerriganA/NeedMoreGas02,需要更多的瓦斯才行。 /// Need more vespene for that.=2583
VoiceOver/KerriganA/NeedMoreMinerals00,我们需要更多的矿物。 /// We require more minerals=2584
VoiceOver/KerriganA/NeedMoreMinerals01,晶体矿不足。 /// Not enough minerals.=2585
VoiceOver/KerriganA/NeedMoreMinerals02,我们需要更多的矿物。 /// We need more minerals.=2586
VoiceOver/KerriganA/NotEnoughEnergy00,能量不足 /// Not enough energy=2587
VoiceOver/KerriganA/NotEnoughEnergy01,能量不够。 /// Out of energy.=2588
VoiceOver/KerriganA/NukeReady00,核弹头已装配就绪。 /// Nuke's armed and ready.=2589
VoiceOver/KerriganA/NukeReady01,核弹准备就绪。呵，这让我想起了过去。 /// Nuclear missile ready. Heh, that takes me back.=2590
VoiceOver/KerriganA/PlaceInPowerField00,必须放置在能量场中。 /// That has to be placed in a power field.=2591
VoiceOver/KerriganA/PylonUnderAttack00,他们在攻击我们的一处水晶塔。 /// They're attacking one of our pylons.=2592
VoiceOver/KerriganA/QueenDeployed00,一只新的虫后出现了。 /// A new queen has emerged.=2593
VoiceOver/KerriganA/ResearchComplete00,研发完成。 /// Research complete.=2594
VoiceOver/KerriganA/ResearchComplete01,我们的研究结束了。 /// Our research has concluded.=2595
VoiceOver/KerriganA/SalvageComplete00,我们完成了回收。 /// We've completed our salvaging.=2596
VoiceOver/KerriganA/ThorRepaired00,我们的雷神已修复。 /// Our thor has been repaired.=2597
VoiceOver/KerriganA/Transmission00,信号传入中。 /// Incoming transmission.=2598
VoiceOver/KerriganA/TumorUnderAttack00,一个菌毯肿瘤正在遭受攻击。 /// A creep tumor is under attack.=2599
VoiceOver/KerriganA/UpgradeComplete00,升级完成。 /// Upgrade complete.=2600
VoiceOver/KerriganA/UpgradeComplete01,升级成功。 /// Upgrade successful.=2601
VoiceOver/KerriganA/WarpInComplete00,折跃完毕。 /// Warp in complete.=2602
VoiceOver/KerriganA/WarpInComplete01,折跃成功。 /// Warp in successful.=2603
VoiceOver/KerriganA/WorkersUnderAttack00,我们的工蜂遭到攻击。 /// Our drones are under attack!=2604
VoiceOver/KerriganA/WorkersUnderAttack01,他们在攻击我们的工蜂！ /// They're after my drones!=2605
VoiceOver/KerriganA/WorkersUnderAttackProtoss00,我们的探机被袭击了。 /// Our probes are under assault.=2606
VoiceOver/KerriganA/WorkersUnderAttackProtoss01,他们正在集火我们的探机。 /// They're going after our probes.=2607
VoiceOver/KerriganA/WorkersUnderAttackProtoss02,我们的探机正在遭受攻击。 /// Our probes are being attacked.=2608
VoiceOver/KerriganA/WorkersUnderAttackTerran00,他们正在袭击我们的SCV。 /// They're attacking our SCVs.=2609
VoiceOver/KerriganA/WorkersUnderAttackTerran01,我们的SCV正在遭受攻击。 /// Our SCVs are under enemy fire.=2610
VoiceOver/KimA/AddOnComplete00,附属设施搭建完毕。=2611
VoiceOver/KimA/AllyUnderAttack00,你的盟友正在交战。=2612
VoiceOver/KimA/BadLZ00,无法接受的着陆区。=2613
VoiceOver/KimA/BaseUnderAttack00,基地遭到攻击=2614
VoiceOver/KimA/BaseUnderAttackProtoss00,基地遭到攻击。=2615
VoiceOver/KimA/BaseUnderAttackTerran00,基地遭到攻击=2616
VoiceOver/KimA/BaseUnderAttackZerg00,基地遭到攻击=2617
VoiceOver/KimA/BuildError00,建造位置不可行。=2618
VoiceOver/KimA/BuildError01,那里不能建造。=2619
VoiceOver/KimA/BuildErrorProtoss00,该位置无法进行折跃。=2620
VoiceOver/KimA/BuildErrorTerran00,建造位置不可行。=2621
VoiceOver/KimA/BuildErrorTerran01,那里不能建造。=2622
VoiceOver/KimA/BuildErrorZerg00,命令无法接受。=2623
VoiceOver/KimA/CalldownLaunch00,侦测到在途的聚变打击。=2624
VoiceOver/KimA/CommandCenterUpgraded00,指挥中心升级完成。=2625
VoiceOver/KimA/ConstructInterrupt00,哎呀！建造工作受到干扰。=2626
VoiceOver/KimA/EvolutionComplete00,进化完成。=2627
VoiceOver/KimA/ForcesUnderAttack00,我方部队遭到攻击。=2628
VoiceOver/KimA/ForcesUnderAttackProtoss00,我方部队遭到攻击。=2629
VoiceOver/KimA/ForcesUnderAttackTerran00,我方部队遭到攻击。=2630
VoiceOver/KimA/ForcesUnderAttackZerg00,我方部队遭到攻击。=2631
VoiceOver/KimA/GGLose00,GG。=2632
VoiceOver/KimA/GGLose01,GG。=2633
VoiceOver/KimA/GGWin00,GG！=2634
VoiceOver/KimA/GamePaused00,游戏暂停。=2635
VoiceOver/KimA/GameResumed00,游戏继续。=2636
VoiceOver/KimA/GeyserExhausted00,瓦斯已经枯竭。=2637
VoiceOver/KimA/GeyserExhaustedProtoss00,瓦斯已经枯竭。=2638
VoiceOver/KimA/GeyserExhaustedTerran00,瓦斯已经枯竭。=2639
VoiceOver/KimA/GeyserExhaustedZerg00,瓦斯已经枯竭。=2640
VoiceOver/KimA/LandingInterrupt00,着陆程序受到干扰。=2641
VoiceOver/KimA/MaxSupply00,无法接收该指令。补给已达上限。=2642
VoiceOver/KimA/MaxSupplyProtoss00,无法接收该指令。补给已达上限。=2643
VoiceOver/KimA/MaxSupplyTerran00,无法接收该指令。补给已达上限。=2644
VoiceOver/KimA/MaxSupplyZerg00,无法接收该指令。补给已达上限。=2645
VoiceOver/KimA/MetamorphosisComplete00,蜕变完成。=2646
VoiceOver/KimA/MineralsDepleted00,矿脉已经枯竭。=2647
VoiceOver/KimA/MutationComplete00,变异完成。=2648
VoiceOver/KimA/NeedGeyser00,必须放置在瓦斯气泉上。=2649
VoiceOver/KimA/NeedGeyser01,必须放置在瓦斯气泉上。=2650
VoiceOver/KimA/NeedGeyserProtoss00,必须放置在瓦斯气泉上。=2651
VoiceOver/KimA/NeedGeyserProtoss01,必须放置在瓦斯气泉上。=2652
VoiceOver/KimA/NeedGeyserTerran00,必须放置在瓦斯气泉上。=2653
VoiceOver/KimA/NeedGeyserTerran01,必须放置在瓦斯气泉上。=2654
VoiceOver/KimA/NeedGeyserZerg00,必须放置在瓦斯气泉上。=2655
VoiceOver/KimA/NeedGeyserZerg01,必须放置在瓦斯气泉上。=2656
VoiceOver/KimA/NeedMoreFood00,需要更多补给站。=2657
VoiceOver/KimA/NeedMoreFoodProtoss00,你必须建造更多的水晶塔。=2658
VoiceOver/KimA/NeedMoreFoodTerran00,需要更多补给站。=2659
VoiceOver/KimA/NeedMoreFoodZerg00,需要孵化更多的王虫。=2660
VoiceOver/KimA/NeedMoreGas00,高能瓦斯不足。=2661
VoiceOver/KimA/NeedMoreMinerals00,晶体矿不足。=2662
VoiceOver/KimA/NotEnoughEnergy00,能量不足。=2663
VoiceOver/KimA/NukeReady00,聚变打击就绪。=2664
VoiceOver/KimA/PlaceInPowerField00,你必须将其放置在能量场中。=2665
VoiceOver/KimA/PylonUnderAttack00,我们的水晶塔遭到攻击。=2666
VoiceOver/KimA/QueenDeployed00,一只新的虫后出现了！=2667
VoiceOver/KimA/ResearchComplete00,研发完成。=2668
VoiceOver/KimA/SalvageComplete00,回收操作完毕。=2669
VoiceOver/KimA/ThorRepaired00,雷神修复程序完成。=2670
VoiceOver/KimA/Transmission00,收到一条传输信号。=2671
VoiceOver/KimA/TumorUnderAttack00,菌毯肿瘤遭到攻击。=2672
VoiceOver/KimA/UpgradeComplete00,升级完成。=2673
VoiceOver/KimA/WarpInComplete00,折跃完毕。=2674
VoiceOver/KimA/WarpInComplete01,折跃完毕。=2675
VoiceOver/KimA/WorkersUnderAttackProtoss00,你的探机遭到攻击。=2676
VoiceOver/KimA/WorkersUnderAttackZerg00,我们的工蜂遭到攻击。=2677
VoiceOver/MengskA/AddOnComplete00,挂件造好了，赶紧用起来。 /// Add-on complete. Now use it.=2678
VoiceOver/MengskA/AddOnComplete01,挂件好了， 让他们忙起来。 /// Your add-on's primed.=2679
VoiceOver/MengskA/AddOnComplete02,新的附属设施准备就绪。 /// New add-on ready.=2680
VoiceOver/MengskA/AllyBaseUnderAttack00,盟友的基地遭到围攻。 /// Our ally's base is besieged.=2681
VoiceOver/MengskA/AllyBaseUnderAttack01,盟友的那座基地怕是保不住了。 /// Our allies might lose that base.=2682
VoiceOver/MengskA/AllyBaseUnderAttack02,敌人朝盟友的基地扑过去了。 /// The enemy's moved on an allied base.=2683
VoiceOver/MengskA/AllyUnderAttack00,盟友有麻烦。这不是第一次了。 /// Our allies are in a bind. Again.=2684
VoiceOver/MengskA/AllyUnderAttack01,友军遭到攻击。做你该做的事。 /// Allied forces are under attack. Do what you will.=2685
VoiceOver/MengskA/AllyUnderAttack02,敌人正在与友军交火。 /// The enemy's confronting our ally's forces.=2686
VoiceOver/MengskA/AllyUnderAttack03,你的盟友需要援手，卖他个人情不是坏事。 /// Your allies could use backup. They might return the favor.=2687
VoiceOver/MengskA/BadLZ00,那里不能降落。 /// Your can not land there.=2688
VoiceOver/MengskA/BadLZ01,你想制造空难吗？ /// Are you trying to crash?=2689
VoiceOver/MengskA/BadLZ02,仔细选择你的着陆区域。 /// Pick your landing zone with more care.=2690
VoiceOver/MengskA/BaseUnderAttackTerran00,敌人跑到我们基地里来了。注意。 /// The enemy's in our base. Pay attention.=2691
VoiceOver/MengskA/BaseUnderAttackTerran01,他们正在攻击你的基地，布陷阱。 /// They're hitting your base -- spring the trap.=2692
VoiceOver/MengskA/BaseUnderAttackTerran02,基地遭到攻击。你该如何应对？ /// Your base is under attack. How will you respond?=2693
VoiceOver/MengskA/BuildErrorProtoss00,你永远都不可能折跃到那里。 /// You'll never be able to warp there.=2694
VoiceOver/MengskA/BuildErrorProtoss01,换个地方折跃你的部队。 /// Warp your forces in somewhere else.=2695
VoiceOver/MengskA/BuildErrorProtoss02,别白费力气了，那里不能折跃。 /// Don't try warping in there. It's a waste of time.=2696
VoiceOver/MengskA/BuildErrorTerran00,我可以明确地告诉你，那里不能建造。 /// I've been clear about where you can't build.=2697
VoiceOver/MengskA/BuildErrorTerran01,你想建在那儿？别白费心思了。 /// You want to build there? Don't bother.=2698
VoiceOver/MengskA/BuildErrorTerran02,那里是禁行区。 /// That spot's under interdiction.=2699
VoiceOver/MengskA/BuildErrorZerg00,不能在那里变异。 /// Morphing there is impossible.=2700
VoiceOver/MengskA/BuildErrorZerg01,那片地儿有其它用途。 /// That real estate's reserved.=2701
VoiceOver/MengskA/BuildErrorZerg02,你为什么会想在那里变异？ /// Why would you even want to morph that there?=2702
VoiceOver/MengskA/CalldownLaunch00,侦测到在途的聚变打击。 /// Nuclear launch detected.=2703
VoiceOver/MengskA/CalldownLaunch01,聚变打击来袭，一会记得挡眼。 /// Nuke incoming. Cover your eyes when it hits.=2704
VoiceOver/MengskA/CalldownLaunch02,核弹即将从天而降。 /// Nuclear ordnance inbound.=2705
VoiceOver/MengskA/CommandCenterUpgraded00,指挥中心已获得大幅提升。 /// Command center is much-improved.=2706
VoiceOver/MengskA/CommandCenterUpgraded01,指挥中心已升级。我一会过去视察一下。 /// Command center upgraded. I'll be by for inspection.=2707
VoiceOver/MengskA/CommandCenterUpgraded02,指挥中心升级了？这局有希望。 /// An upgraded command center? Promising.=2708
VoiceOver/MengskA/ConstructInterrupt00,建造已中止。 /// Construction halted.=2709
VoiceOver/MengskA/ConstructInterrupt01,建造被打断了。 /// Construction's been interrupted.=2710
VoiceOver/MengskA/ConstructInterrupt02,那里的建造停工了。 /// That construction's put on hold.=2711
VoiceOver/MengskA/Countdown00,5... 4... 3... 2... 1... /// 5... 4... 3... 2... 1...=2712
VoiceOver/MengskA/Countdown01,5秒，4…3…2…1… /// 5 seconds. 4... 3... 2... 1...=2713
VoiceOver/MengskA/EvolutionComplete00,这是异虫进化最奇妙的瞬间。 /// A fascinating moment in zerg evolution.=2714
VoiceOver/MengskA/EvolutionComplete01,进化完成。令人赞叹。 /// Evolution complete. Impressive.=2715
VoiceOver/MengskA/EvolutionComplete02,看样子它好像完成进化了。 /// It looks like it's done evolving.=2716
VoiceOver/MengskA/ForcesUnderAttackTerran00,我方部队遭遇了敌人。 /// Our army's in a skirmish.=2717
VoiceOver/MengskA/ForcesUnderAttackTerran01,你的部队遭到攻击。控制一下局势。 /// Your force is under attack. Take control of the situation.=2718
VoiceOver/MengskA/ForcesUnderAttackTerran02,敌人进攻了。 /// The enemy's begun hostilities.=2719
VoiceOver/MengskA/ForcesUnderAttackTerran03,敌人正在攻击我军。稳住。 /// Enemy raid on our forces. Be pragmatic.=2720
VoiceOver/MengskA/GGLose00,通知舰队，把我们送出轨道。快！ /// Signal the fleet. We're moving out. Now!=2721
VoiceOver/MengskA/GGTie00,哼。战争从来都只有赢家和输家。 /// Hmph. There are only ever winners and losers.=2722
VoiceOver/MengskA/GGWin00,哼，这下知道谁才是这里的老大了吧。 /// Well. It's all in order.=2723
VoiceOver/MengskA/GamePaused00,我们稍作休息。 /// We need to pause.=2724
VoiceOver/MengskA/GamePaused01,我需要一点时间醒醒脑。 /// I'll gather my thoughts a moment.=2725
VoiceOver/MengskA/GamePaused02,这场战役我要花点时间从长计议。 /// I'm taking some time away from the campaign.=2726
VoiceOver/MengskA/GameResumed00,休息结束。 /// Recess is over.=2727
VoiceOver/MengskA/GameResumed01,我回来啦。 /// I've returned.=2728
VoiceOver/MengskA/GameResumed02,我们继续吧？ /// Shall we continue?=2729
VoiceOver/MengskA/GeyserExhaustedTerran00,你采光了一处瓦斯气泉。开采一口新的。 /// You've emptied a vespene geyser. Move on.=2730
VoiceOver/MengskA/GeyserExhaustedTerran01,瓦斯气泉已耗尽。 /// Vespene geyser's spent.=2731
VoiceOver/MengskA/GeyserExhaustedTerran02,又有一处气泉空了。 /// Another depleted geyser.=2732
VoiceOver/MengskA/GoodLuckHaveFun00,这只是一场实弹演习。 /// War? No, this is a field test.=2733
VoiceOver/MengskA/GoodLuckHaveFun01,我期待能看到一点指挥才能。 /// I expect a command performance.=2734
VoiceOver/MengskA/GoodLuckHaveFun02,让我们把手头的一些会先推推。 /// Let's put some conventions on hold.=2735
VoiceOver/MengskA/LandingInterrupt00,暂缓降落。 /// Defer that landing.=2736
VoiceOver/MengskA/LandingInterrupt01,你的着陆区域有障碍。 /// Your landing's in jeopardy.=2737
VoiceOver/MengskA/MULEDeployed00,矿骡运输中。 /// MULE in transit.=2738
VoiceOver/MengskA/MULEDeployed01,我安排了一次矿骡快递。 /// I've arranged for a MULE.=2739
VoiceOver/MengskA/MaxSupplyTerran00,暂缓那道命令。我们已达最大补给。 /// Belay that order. We're already at max supply.=2740
