Character/Description/Hill,This is the same character that appears in the Wings of Liberty campaign. (Already cast). A gruff mercenary captain who has had a hard life on the battlefield, he fights for profit and not for a cause.=0
Character/Name/ArtanisUI,아르타니스 /// Artanis=1
VoiceOver/KaraxA/MineralsDepleted01,이 광물 지대의 광물을 모두 채취했습니다.=2505
VoiceOver/KaraxA/MineralsDepleted02,이 광물 지대는 말라 버렸습니다.=2506
VoiceOver/KaraxA/MutationComplete00,변이 완료.=2507
VoiceOver/KaraxA/NeedCreep00,점막 위에 변태해야 한다.=2508
VoiceOver/KaraxA/NeedGeyser00,융화소는 베스핀 간헐천 위에서만 작동합니다.=2509
VoiceOver/KaraxA/NeedGeyser01,베스핀 간헐천 위에 배치해야 합니다.=2510
VoiceOver/KaraxA/NeedMoreFood00,수정탑이 더 필요합니다.=2511
VoiceOver/KaraxA/NeedMoreFood01,보급품이 모자랍니다. 수정탑을 더 소환해야 합니다.=2512
VoiceOver/KaraxA/NeedMoreFood02,수정탑을 더 지어야 한다.=2513
VoiceOver/KaraxA/NeedMoreFoodTerran01,추가 보급고가 필요하다.=2514
VoiceOver/KaraxA/NeedMoreGas00,베스핀 가스 보유고가 부족합니다.=2515
VoiceOver/KaraxA/NeedMoreGas01,베스핀 가스를 더 채취해야 합니다.=2516
VoiceOver/KaraxA/NeedMoreGas02,베스핀 가스가 더 필요합니다.=2517
VoiceOver/KaraxA/NeedMoreMinerals00,광물이 더 있어야 해.=2518
VoiceOver/KaraxA/NeedMoreMinerals01,그러려면 광물이 더 필요합니다.=2519
VoiceOver/KaraxA/NeedMoreMinerals02,광물이 더 있어야 합니다.=2520
VoiceOver/KaraxA/NotEnoughEnergy00,에너지가 더 필요합니다.=2521
VoiceOver/KaraxA/NotEnoughEnergy01,에너지가 더 필요합니다.=2522
VoiceOver/KaraxA/PlaceInPowerField00,동력장 없이는 동작할 수 없습니다.=2523
VoiceOver/KaraxA/PylonUnderAttack00,수정탑 하나가 공격받고 있습니다.=2524
VoiceOver/KaraxA/ResearchComplete00,연구가 완료됐습니다.=2525
VoiceOver/KaraxA/ResearchComplete01,연구를 마쳤습니다.=2526
VoiceOver/KaraxA/SalvageComplete00,회수 완료.=2527
VoiceOver/KaraxA/Transmission00,신호 수신 중.=2528
VoiceOver/KaraxA/UpgradeComplete00,업그레이드가 완료됐습니다.=2529
VoiceOver/KaraxA/UpgradeComplete01,업그레이드 개발을 완료했습니다.=2530
VoiceOver/KaraxA/WarpInComplete00,소환 프로토콜이 완료됐습니다.=2531
VoiceOver/KaraxA/WarpInComplete01,소환 물질화를 마쳤습니다.=2532
VoiceOver/KaraxA/WorkersUnderAttack00,탐사정이 공격받고 있습니다.=2533
VoiceOver/KaraxA/WorkersUnderAttack01,적이 우리 탐사정을 공격하고 있습니다.=2534
VoiceOver/KerriganA/AddOnComplete00,부속건물 완성. /// Add-on's complete.=2535
VoiceOver/KerriganA/AddOnComplete01,부속건물이 완성됐다. /// The add-on has been completed.=2536
VoiceOver/KerriganA/AllyBaseUnderAttack00,동맹 기지가 위험하다. /// Our allies' base is threatened=2537
VoiceOver/KerriganA/AllyUnderAttack00,동맹이 전투 중이다. /// Our allies are in combat=2538
VoiceOver/KerriganA/BadLZ00,거기엔 착륙할 수 없어. /// We can't land that there.=2539
VoiceOver/KerriganA/BaseUnderAttack00,기지가 공격받고 있다. /// Our base is under attack.=2540
VoiceOver/KerriganA/BuildError00,그 명령은 받아들일 수 없다. /// Unacceptable command.=2541
VoiceOver/KerriganA/BuildErrorProtoss00,거기엔 소환할 수 없다. /// We can't warp there.=2542
VoiceOver/KerriganA/BuildErrorTerran00,거기엔 건설할 수 없어. /// We can't build there.=2543
VoiceOver/KerriganA/CalldownLaunch00,핵 공격이 감지되었다. /// Nuclear launch detected.=2544
VoiceOver/KerriganA/CalldownLaunch01,핵 공격을 감지했다. /// I'm detecting a nuclear launch.=2545
VoiceOver/KerriganA/CommandCenterUpgraded00,사령부가 업그레이드됐다. /// The command center has been upgraded.=2546
VoiceOver/KerriganA/ConstructInterrupt00,뭔가가 건설을 방해했다. /// Something has interrupted our construction.=2547
VoiceOver/KerriganA/Countdown00,오... 사... 삼... 이... 일... /// Five... Four... Three... Two... One...=2548
VoiceOver/KerriganA/EvolutionComplete00,진화가 끝났다. /// Evolution complete.=2549
VoiceOver/KerriganA/EvolutionComplete01,진화를 완료했다. /// Evolution completed.=2550
VoiceOver/KerriganA/ForcesUnderAttack00,아군이 공격받고 있다. /// Our forces are under attack.=2551
VoiceOver/KerriganA/ForcesUnderAttack01,전투에서 적과 마주쳤다. /// We have met the enemy in combat.=2552
VoiceOver/KerriganA/GamePaused00,잠시 쉬겠느냐? /// Taking a break, are we?=2553
VoiceOver/KerriganA/GameResumed00,제법 오래 걸렸군. /// That took long enough.=2554
VoiceOver/KerriganA/GeyserExhausted00,베스핀 간헐천이 고갈됐다. /// Vespene geyser exhausted.=2555
VoiceOver/KerriganA/GeyserExhausted01,베스핀 간헐천을 다 써 버렸다. /// A vespene geyser has been exhausted.=2556
VoiceOver/KerriganA/GeyserExhausted02,베스핀 간헐천이 말라 버렸다. /// We've exhausted a vespene geyser.=2557
VoiceOver/KerriganA/LandingInterrupt00,무언가가 착륙 지점을 막고 있어. /// Something's obstructing the landing zone.=2558
VoiceOver/KerriganA/MULEDeployed00,전장에 지게로봇을 배치한다. /// Deploying MULEs onto the field.=2559
VoiceOver/KerriganA/MaxSupply00,안 된다. 보급품이 한도에 도달했다. /// No. We have reached maximum supply.=2560
VoiceOver/KerriganA/MaxSupply01,불가능하다. 보급품이 한도에 도달했다. /// Impossible. We are at max supply.=2561
VoiceOver/KerriganA/MetamorphosisComplete00,변형 완료. /// Metamorphosis complete.=2562
VoiceOver/KerriganA/MetamorphosisComplete01,변형이 끝났다. /// Metamorphosis completed.=2563
VoiceOver/KerriganA/MineralsDepleted00,광맥이 고갈됐다. /// Mineral field depleted.=2564
VoiceOver/KerriganA/MineralsDepleted01,광맥이 말라 버렸다. /// A mineral field has been depleted.=2565
VoiceOver/KerriganA/MineralsDepleted02,광물 덩어리가 고갈됐다. /// Mineral cluster depleted.=2566
VoiceOver/KerriganA/MutationComplete00,변이 완료. /// Mutation complete.=2567
VoiceOver/KerriganA/MutationComplete01,변이가 끝났다. /// Mutation completed.=2568
VoiceOver/KerriganA/NeedCreep00,그건 점막 위에 배치해야 한다. /// That must be placed on creep.=2569
VoiceOver/KerriganA/NeedCreep01,점막 위에서 다시 시도해 보아라. /// Try again on top of the creep.=2570
VoiceOver/KerriganA/NeedGeyser00,베스핀 간헐천에 지어야 한다. /// We must place that on a vespene geyser.=2571
VoiceOver/KerriganA/NeedGeyser01,추출장은 베스핀 간헐천에 지어야 한다. /// That extractor must be placed on a geyser.=2572
VoiceOver/KerriganA/NeedGeyserProtoss00,그 융화소는 베스핀 간헐천이 필요해. /// That assimilator requires a vespene geyser.=2573
VoiceOver/KerriganA/NeedGeyserProtoss01,그건 베스핀 간헐천 위에 소환해야 돼. /// That has to be warped in on a vespene geyser.=2574
VoiceOver/KerriganA/NeedGeyserTerran00,정제소를 지으려면 베스핀 간헐천이 있어야 돼. /// Refineries require a vespene geyser.=2575
VoiceOver/KerriganA/NeedGeyserTerran01,베스핀 간헐천 위에 건설해야 돼. /// That has to be built on a vespene geyser.=2576
VoiceOver/KerriganA/NeedMoreFood00,대군주를 더 생성해라. /// Spawn more Overlords.=2577
VoiceOver/KerriganA/NeedMoreFood01,대군주가 더 필요하다. /// We need more overlords.=2578
VoiceOver/KerriganA/NeedMoreFood02,보급품이 부족하다. 대군주를 만들어야겠군. /// Out of supply. Time to spawn overlords.=2579
VoiceOver/KerriganA/NeedMoreFoodProtoss00,수정탑을 더 지어야 돼. /// We must construct additional pylons.=2580
VoiceOver/KerriganA/NeedMoreFoodProtoss01,수정탑이 더 필요하다. /// We need more pylons.=2581
VoiceOver/KerriganA/NeedMoreFoodProtoss02,그러려면 수정탑이 더 있어야 돼. /// That will take additional pylons.=2582
VoiceOver/KerriganA/NeedMoreFoodTerran00,추가 보급고가 필요하다. /// Additional supply depots are required.=2583
VoiceOver/KerriganA/NeedMoreFoodTerran01,보급고가 더 필요하겠어. /// We're going to need more supply depots.=2584
VoiceOver/KerriganA/NeedMoreFoodTerran02,보급고가 더 있어야 돼. /// That's going to take more supply depots.=2585
VoiceOver/KerriganA/NeedMoreGas00,베스핀 가스가 모자란다. /// Not enough vespene.=2586
VoiceOver/KerriganA/NeedMoreGas01,베스핀 가스가 더 필요하다. /// We require more Vespene gas.=2587
VoiceOver/KerriganA/NeedMoreGas02,베스핀 가스가 더 있어야 한다. /// Need more vespene for that.=2588
VoiceOver/KerriganA/NeedMoreMinerals00,광물이 필요하다. /// We require more minerals=2589
VoiceOver/KerriganA/NeedMoreMinerals01,광물이 부족하다. /// Not enough minerals.=2590
VoiceOver/KerriganA/NeedMoreMinerals02,광물이 더 있어야 한다. /// We need more minerals.=2591
VoiceOver/KerriganA/NotEnoughEnergy00,에너지가 부족하다. /// Not enough energy=2592
VoiceOver/KerriganA/NotEnoughEnergy01,에너지가 없다. /// Out of energy.=2593
VoiceOver/KerriganA/NukeReady00,핵 장전 완료. /// Nuke's armed and ready.=2594
VoiceOver/KerriganA/NukeReady01,핵 미사일이 준비됐어. 하, 옛날 생각 나는데. /// Nuclear missile ready. Heh, that takes me back.=2595
VoiceOver/KerriganA/PlaceInPowerField00,동력장 안에 배치해야 돼. /// That has to be placed in a power field.=2596
VoiceOver/KerriganA/PylonUnderAttack00,녀석들이 우리 수정탑을 공격하고 있어. /// They're attacking one of our pylons.=2597
VoiceOver/KerriganA/QueenDeployed00,여왕이 탄생했다. /// A new queen has emerged.=2598
VoiceOver/KerriganA/ResearchComplete00,연구 완료. /// Research complete.=2599
VoiceOver/KerriganA/ResearchComplete01,연구가 완료됐다. /// Our research has concluded.=2600
VoiceOver/KerriganA/SalvageComplete00,회수를 완료했다. /// We've completed our salvaging.=2601
VoiceOver/KerriganA/ThorRepaired00,아군 토르가 수리됐다. /// Our thor has been repaired.=2602
VoiceOver/KerriganA/Transmission00,신호 수신 중. /// Incoming transmission.=2603
VoiceOver/KerriganA/TumorUnderAttack00,점막 종양이 공격받고 있다. /// A creep tumor is under attack.=2604
VoiceOver/KerriganA/UpgradeComplete00,업그레이드 완료. /// Upgrade complete.=2605
VoiceOver/KerriganA/UpgradeComplete01,업그레이드 성공. /// Upgrade successful.=2606
VoiceOver/KerriganA/WarpInComplete00,소환 완료. /// Warp in complete.=2607
VoiceOver/KerriganA/WarpInComplete01,소환 성공. /// Warp in successful.=2608
VoiceOver/KerriganA/WorkersUnderAttack00,일벌레가 공격받고 있다! /// Our drones are under attack!=2609
VoiceOver/KerriganA/WorkersUnderAttack01,적이 내 일벌레를 사냥한다! /// They're after my drones!=2610
VoiceOver/KerriganA/WorkersUnderAttackProtoss00,아군 탐사정이 공격받고 있어. /// Our probes are under assault.=2611
VoiceOver/KerriganA/WorkersUnderAttackProtoss01,놈들이 우리 탐사정을 노리고 있다. /// They're going after our probes.=2612
VoiceOver/KerriganA/WorkersUnderAttackProtoss02,탐사정이 공격받고 있어. /// Our probes are being attacked.=2613
VoiceOver/KerriganA/WorkersUnderAttackTerran00,놈들이 우리 건설로봇을 공격하고 있어. /// They're attacking our SCVs.=2614
VoiceOver/KerriganA/WorkersUnderAttackTerran01,아군 건설로봇이 공격받고 있다. /// Our SCVs are under enemy fire.=2615
VoiceOver/KimA/AddOnComplete00,부속건물 완성.=2616
VoiceOver/KimA/AllyUnderAttack00,동맹이 교전을 펼치고 있네.=2617
VoiceOver/KimA/BadLZ00,착륙 불가 지역일세.=2618
VoiceOver/KimA/BaseUnderAttack00,기지가 공격받고 있습니다.=2619
VoiceOver/KimA/BaseUnderAttackProtoss00,기지가 공격받고 있다.=2620
VoiceOver/KimA/BaseUnderAttackTerran00,기지가 공격받고 있습니다.=2621
VoiceOver/KimA/BaseUnderAttackZerg00,기지가 공격받고 있습니다.=2622
VoiceOver/KimA/BuildError00,건설 불가 지역이네.=2623
VoiceOver/KimA/BuildError01,거기에는 건설할 수 없습니다.=2624
VoiceOver/KimA/BuildErrorProtoss00,그곳은 소환 불가 지역이네.=2625
VoiceOver/KimA/BuildErrorTerran00,건설 불가 지역이네.=2626
VoiceOver/KimA/BuildErrorTerran01,거기에는 건설할 수 없습니다.=2627
VoiceOver/KimA/BuildErrorZerg00,수행할 수 없는 명령이다.=2628
VoiceOver/KimA/CalldownLaunch00,핵 공격이 감지되었습니다.=2629
VoiceOver/KimA/CommandCenterUpgraded00,사령부 업그레이드 완료.=2630
VoiceOver/KimA/ConstructInterrupt00,건설이 중단됐습니다.=2631
VoiceOver/KimA/EvolutionComplete00,진화 완료.=2632
VoiceOver/KimA/ForcesUnderAttack00,아군이 공격받고 있다.=2633
VoiceOver/KimA/ForcesUnderAttackProtoss00,아군이 공격받고 있다.=2634
VoiceOver/KimA/ForcesUnderAttackTerran00,아군이 공격받고 있다.=2635
VoiceOver/KimA/ForcesUnderAttackZerg00,아군이 공격받고 있다.=2636
VoiceOver/KimA/GGLose00,GG요.=2637
VoiceOver/KimA/GGLose01,GG요.=2638
VoiceOver/KimA/GGWin00,사랑을 담아서, D.Va!=2639
VoiceOver/KimA/GamePaused00,게임을 일시 정지합니다.=2640
VoiceOver/KimA/GameResumed00,아! 게임을 계속합니다.=2641
VoiceOver/KimA/GeyserExhausted00,베스핀 간헐천이 고갈됐다.=2642
VoiceOver/KimA/GeyserExhaustedProtoss00,베스핀 간헐천이 고갈됐다.=2643
VoiceOver/KimA/GeyserExhaustedTerran00,베스핀 간헐천이 고갈됐다.=2644
VoiceOver/KimA/GeyserExhaustedZerg00,베스핀 간헐천이 고갈됐다.=2645
VoiceOver/KimA/LandingInterrupt00,지금은 착륙할 수 없습니다.=2646
VoiceOver/KimA/MaxSupply00,수행할 수 없네. 보급품이 한도에 도달했네.=2647
VoiceOver/KimA/MaxSupplyProtoss00,수행할 수 없네. 보급품이 한도에 도달했네.=2648
VoiceOver/KimA/MaxSupplyTerran00,수행할 수 없네. 보급품이 한도에 도달했네.=2649
VoiceOver/KimA/MaxSupplyZerg00,수행할 수 없네. 보급품이 한도에 도달했네.=2650
VoiceOver/KimA/MetamorphosisComplete00,변형 완료.=2651
VoiceOver/KimA/MineralsDepleted00,광맥이 고갈됐다.=2652
VoiceOver/KimA/MutationComplete00,변이 완료.=2653
VoiceOver/KimA/NeedGeyser00,어... 베스핀 간헐천에 건설해야 합니다.=2654
VoiceOver/KimA/NeedGeyser01,어... 베스핀 간헐천에 건설해야 합니다.=2655
VoiceOver/KimA/NeedGeyserProtoss00,어... 베스핀 간헐천에 건설해야 합니다.=2656
VoiceOver/KimA/NeedGeyserProtoss01,어... 베스핀 간헐천에 건설해야 합니다.=2657
VoiceOver/KimA/NeedGeyserTerran00,어... 베스핀 간헐천에 건설해야 합니다.=2658
VoiceOver/KimA/NeedGeyserTerran01,어... 베스핀 간헐천에 건설해야 합니다.=2659
VoiceOver/KimA/NeedGeyserZerg00,어... 베스핀 간헐천에 건설해야 합니다.=2660
VoiceOver/KimA/NeedGeyserZerg01,어... 베스핀 간헐천에 건설해야 합니다.=2661
VoiceOver/KimA/NeedMoreFood00,추가 보급고가 필요합니다.=2662
VoiceOver/KimA/NeedMoreFoodProtoss00,수정탑이 더 필요하다.=2663
VoiceOver/KimA/NeedMoreFoodTerran00,추가 보급고가 필요합니다.=2664
VoiceOver/KimA/NeedMoreFoodZerg00,대군주를 더 생성해라.=2665
VoiceOver/KimA/NeedMoreGas00,베스핀 가스 부족.=2666
VoiceOver/KimA/NeedMoreMinerals00,광물이 부족해.=2667
VoiceOver/KimA/NotEnoughEnergy00,에너지가 더 필요해.=2668
VoiceOver/KimA/NukeReady00,핵 미사일이 준비됐다.=2669
VoiceOver/KimA/PlaceInPowerField00,동력장 안에 배치해야 한다.=2670
VoiceOver/KimA/PylonUnderAttack00,수정탑이 공격받고 있다.=2671
VoiceOver/KimA/QueenDeployed00,여왕이 탄생했다!=2672
VoiceOver/KimA/ResearchComplete00,연구 완료.=2673
VoiceOver/KimA/SalvageComplete00,회수 작업 완료.=2674
VoiceOver/KimA/ThorRepaired00,토르 수리 완료.=2675
VoiceOver/KimA/Transmission00,신호 수신 중.=2676
VoiceOver/KimA/TumorUnderAttack00,점막 종양이 공격받고 있다.=2677
VoiceOver/KimA/UpgradeComplete00,업그레이드 완료.=2678
VoiceOver/KimA/WarpInComplete00,소환 완료.=2679
VoiceOver/KimA/WarpInComplete01,소환 완료.=2680
VoiceOver/KimA/WorkersUnderAttackProtoss00,탐사정이 공격받고 있다!=2681
VoiceOver/KimA/WorkersUnderAttackZerg00,어... 네, 일벌레가 공격받고 있습니다!=2682
VoiceOver/MengskA/AddOnComplete00,부속건물 완성. 이제 사용해라. /// Add-on complete. Now use it.=2683
VoiceOver/MengskA/AddOnComplete01,부속건물이 준비됐다. /// Your add-on's primed.=2684
VoiceOver/MengskA/AddOnComplete02,부속건물 준비 완료. /// New add-on ready.=2685
VoiceOver/MengskA/AllyBaseUnderAttack00,동맹의 기지가 공격받고 있다. /// Our ally's base is besieged.=2686
VoiceOver/MengskA/AllyBaseUnderAttack01,동맹이 기지를 잃게 생겼다. /// Our allies might lose that base.=2687
VoiceOver/MengskA/AllyBaseUnderAttack02,적들이 동맹의 기지를 공격하고 있다. /// The enemy's moved on an allied base.=2688
VoiceOver/MengskA/AllyUnderAttack00,동맹이 또 위험에 처했다. /// Our allies are in a bind. Again.=2689
VoiceOver/MengskA/AllyUnderAttack01,동맹이 공격받고 있다. 맘대로 해라.  /// Allied forces are under attack. Do what you will.=2690
VoiceOver/MengskA/AllyUnderAttack02,적이 우리의 동맹과 교전을 시작했다. /// The enemy's confronting our ally's forces.=2691
VoiceOver/MengskA/AllyUnderAttack03,동맹에 지원군이 필요하다. 나중에 은혜를 갚을 수도 있겠지. /// Your allies could use backup. They might return the favor.=2692
VoiceOver/MengskA/BadLZ00,거긴 착륙할 수 없어. /// Your can not land there.=2693
VoiceOver/MengskA/BadLZ01,추락하고 싶은 건가? /// Are you trying to crash?=2694
VoiceOver/MengskA/BadLZ02,착륙 지점을 더 신중히 선택해라. /// Pick your landing zone with more care.=2695
VoiceOver/MengskA/BaseUnderAttackTerran00,적이 우리 기지에 침투했다. 집중해라. /// The enemy's in our base. Pay attention.=2696
VoiceOver/MengskA/BaseUnderAttackTerran01,놈들이 기지를 공격하고 있다. 막아라. /// They're hitting your base -- spring the trap.=2697
VoiceOver/MengskA/BaseUnderAttackTerran02,기지가 공격받고 있다. 어떻게 반응할 텐가? /// Your base is under attack. How will you respond?=2698
VoiceOver/MengskA/BuildErrorProtoss00,거기엔 절대 소환할 수 없어. /// You'll never be able to warp there.=2699
VoiceOver/MengskA/BuildErrorProtoss01,병력을 다른 곳에 소환하게. /// Warp your forces in somewhere else.=2700
VoiceOver/MengskA/BuildErrorProtoss02,거긴 소환할 수 없어. 시간 낭비라고. /// Don't try warping in there. It's a waste of time.=2701
VoiceOver/MengskA/BuildErrorTerran00,건설 불가능한 곳은 확실히 알려 줬을 텐데. /// I've been clear about where you can't build.=2702
